Timestamp,CO2 (ppm),PM2.5 (ppm),PM10 (ppm),TVOC (ppb),NO2 (ppm)
2025-09-28 12:55:00,954.2,8.8,14.8,99.7,0.023
2025-09-28 12:55:05,929.0,9.7,14.1,116.7,0.021
2025-09-28 12:55:10,949.7,7.4,17.9,124.4,0.017
2025-09-28 12:55:15,949.2,10.0,13.4,76.4,0.015
2025-09-28 12:55:20,937.6,5.6,16.6,116.3,0.023
2025-09-28 12:55:25,929.7,7.6,11.3,117.8,0.025
2025-09-28 12:55:30,945.1,8.5,18.2,114.4,0.019
2025-09-28 12:55:35,949.0,9.7,11.1,71.7,0.023
2025-09-28 12:55:40,932.2,9.1,17.1,124.6,0.022
2025-09-28 12:55:45,937.2,10.0,11.3,82.3,0.014
2025-09-28 12:55:50,931.0,10.2,11.2,109.0,0.013
2025-09-28 12:55:55,945.7,8.7,11.5,124.6,0.014
2025-09-28 12:56:00,932.0,5.5,15.8,106.1,0.016
2025-09-28 12:56:05,942.5,6.0,13.2,108.6,0.022
2025-09-28 12:56:10,927.7,9.6,18.9,72.1,0.012
2025-09-28 12:56:15,938.9,7.7,11.4,112.5,0.023
2025-09-28 12:56:20,948.5,6.2,12.5,98.9,0.020
2025-09-28 12:56:25,928.9,6.4,18.3,70.6,0.012
2025-09-28 12:56:30,950.3,9.9,16.7,129.8,0.021
2025-09-28 12:56:35,933.6,8.8,12.8,91.7,0.018
2025-09-28 12:56:40,952.1,6.9,14.1,119.5,0.021
2025-09-28 12:56:45,953.2,6.2,12.1,106.9,0.021
2025-09-28 12:56:50,927.7,10.1,16.2,72.4,0.025
2025-09-28 12:56:55,946.2,10.0,18.3,99.9,0.018
2025-09-28 12:57:00,935.6,7.6,15.1,91.5,0.027
2025-09-28 12:57:05,933.4,6.6,16.0,86.4,0.018
2025-09-28 12:57:10,934.4,7.2,12.6,95.7,0.026
2025-09-28 12:57:15,942.6,7.0,11.4,86.5,0.019
2025-09-28 12:57:20,951.7,6.0,16.6,119.5,0.026
2025-09-28 12:57:25,940.1,6.5,13.7,83.8,0.016
2025-09-28 12:57:30,927.6,6.9,17.4,99.5,0.016
2025-09-28 12:57:35,928.8,8.5,16.7,112.4,0.016
2025-09-28 12:57:40,929.3,8.5,11.2,77.8,0.022
2025-09-28 12:57:45,937.1,9.7,14.9,117.9,0.016
2025-09-28 12:57:50,945.0,5.8,11.7,106.7,0.025
2025-09-28 12:57:55,927.6,7.8,15.3,77.3,0.020
2025-09-28 12:58:00,937.6,8.0,14.7,82.2,0.017
2025-09-28 12:58:05,934.9,5.9,11.3,83.3,0.018
2025-09-28 12:58:10,954.7,8.0,14.1,94.9,0.020
2025-09-28 12:58:15,938.9,6.7,17.9,122.3,0.027
2025-09-28 12:58:20,946.3,6.0,11.7,75.1,0.020
2025-09-28 12:58:25,950.0,10.0,15.0,114.2,0.016
2025-09-28 12:58:30,928.1,9.6,15.6,89.8,0.027
2025-09-28 12:58:35,928.3,6.0,18.8,122.3,0.024
2025-09-28 12:58:40,949.0,5.9,18.5,125.3,0.021
2025-09-28 12:58:45,944.1,8.8,11.7,114.7,0.024
2025-09-28 12:58:50,933.9,6.6,12.2,74.8,0.022
2025-09-28 12:58:55,949.3,6.6,18.8,129.9,0.023
2025-09-28 12:59:00,940.2,6.1,16.8,83.1,0.012
2025-09-28 12:59:05,939.7,7.4,14.4,76.9,0.027
2025-09-28 12:59:10,946.6,8.2,18.2,85.6,0.021
2025-09-28 12:59:15,957.0,6.4,15.7,97.0,0.027
2025-09-28 12:59:20,940.0,7.7,14.9,122.3,0.021
2025-09-28 12:59:25,946.8,6.5,18.9,102.6,0.026
2025-09-28 12:59:30,945.3,6.7,16.0,126.0,0.018
2025-09-28 12:59:35,945.8,9.4,17.9,91.3,0.016
2025-09-28 12:59:40,956.0,10.1,14.9,99.7,0.023
2025-09-28 12:59:45,940.1,10.0,11.9,126.0,0.021
2025-09-28 12:59:50,946.3,7.4,11.8,119.2,0.013
2025-09-28 12:59:55,954.9,8.9,18.4,96.3,0.016
2025-09-28 13:00:00,937.0,41.7,48.9,291.7,0.020
2025-09-28 13:00:05,946.6,33.0,62.2,319.6,0.019
2025-09-28 13:00:10,951.5,32.4,49.1,287.8,0.013
2025-09-28 13:00:15,930.3,42.6,52.1,307.8,0.020
2025-09-28 13:00:20,943.8,43.6,53.3,257.8,0.026
2025-09-28 13:00:25,934.0,39.2,58.7,269.4,0.025
2025-09-28 13:00:30,937.2,27.7,62.9,301.2,0.020
2025-09-28 13:00:35,948.4,46.9,56.4,297.1,0.017
2025-09-28 13:00:40,934.3,45.1,62.7,335.7,0.013
2025-09-28 13:00:45,952.0,38.2,54.6,342.9,0.015
2025-09-28 13:00:50,941.2,36.1,63.6,254.2,0.020
2025-09-28 13:00:55,933.1,27.8,52.8,292.6,0.014
2025-09-28 13:01:00,935.6,45.6,60.5,327.5,0.024
2025-09-28 13:01:05,948.8,29.3,65.5,289.9,0.027
2025-09-28 13:01:10,935.4,34.3,62.1,250.0,0.016
2025-09-28 13:01:15,929.1,31.9,61.0,329.3,0.027
2025-09-28 13:01:20,929.1,43.7,55.2,310.3,0.026
2025-09-28 13:01:25,941.2,43.6,45.2,313.7,0.018
2025-09-28 13:01:30,941.8,36.8,58.5,312.5,0.021
2025-09-28 13:01:35,946.7,30.5,62.0,318.3,0.026
2025-09-28 13:01:40,929.2,46.2,60.5,343.6,0.022
2025-09-28 13:01:45,934.4,34.2,47.4,353.1,0.013
2025-09-28 13:01:50,938.1,30.6,59.4,261.9,0.015
2025-09-28 13:01:55,929.6,28.5,63.1,295.5,0.023
2025-09-28 13:02:00,934.2,36.9,56.7,299.7,0.020
2025-09-28 13:02:05,948.6,48.8,59.5,302.5,0.028
2025-09-28 13:02:10,938.7,39.9,58.0,303.7,0.025
2025-09-28 13:02:15,951.8,29.9,54.1,331.1,0.025
2025-09-28 13:02:20,935.7,49.7,48.4,325.9,0.024
2025-09-28 13:02:25,954.7,43.3,57.1,272.2,0.018
2025-09-28 13:02:30,952.8,33.8,58.0,296.6,0.018
2025-09-28 13:02:35,957.9,38.1,51.6,323.2,0.024
2025-09-28 13:02:40,933.5,43.5,57.1,253.8,0.024
2025-09-28 13:02:45,955.2,29.1,66.4,276.3,0.018
2025-09-28 13:02:50,949.1,33.2,64.0,305.0,0.028
2025-09-28 13:02:55,947.8,49.7,45.3,294.5,0.018
2025-09-28 13:03:00,933.2,37.9,57.0,264.0,0.021
2025-09-28 13:03:05,936.0,39.4,63.9,263.9,0.023
2025-09-28 13:03:10,953.2,42.3,46.3,365.4,0.027
2025-09-28 13:03:15,950.3,38.0,61.4,272.6,0.018
2025-09-28 13:03:20,945.0,36.5,65.4,309.1,0.018
2025-09-28 13:03:25,939.2,30.5,65.5,253.7,0.025
2025-09-28 13:03:30,936.4,44.5,63.6,305.6,0.022
2025-09-28 13:03:35,937.6,37.8,66.8,234.1,0.021
2025-09-28 13:03:40,954.8,42.9,64.8,285.6,0.022
2025-09-28 13:03:45,945.4,35.9,60.4,350.1,0.024
2025-09-28 13:03:50,957.1,34.7,64.1,255.8,0.018
2025-09-28 13:03:55,956.8,35.8,58.3,377.5,0.028
2025-09-28 13:04:00,937.0,42.6,61.9,312.5,0.018
2025-09-28 13:04:05,943.3,39.6,54.7,332.1,0.016
2025-09-28 13:04:10,953.0,43.3,51.9,287.4,0.026
2025-09-28 13:04:15,959.5,44.4,54.2,376.6,0.023
2025-09-28 13:04:20,945.0,36.6,48.8,345.1,0.026
2025-09-28 13:04:25,938.3,40.4,48.2,332.9,0.024
2025-09-28 13:04:30,944.0,48.1,63.7,242.4,0.016
2025-09-28 13:04:35,955.4,36.3,55.3,286.2,0.015
2025-09-28 13:04:40,938.3,42.0,55.8,271.6,0.013
2025-09-28 13:04:45,952.6,47.6,54.8,351.4,0.012
2025-09-28 13:04:50,948.6,31.6,57.2,344.7,0.023
2025-09-28 13:04:55,952.0,45.4,46.2,320.7,0.024
2025-09-28 13:05:00,942.3,45.4,52.7,305.0,0.017
2025-09-28 13:05:05,941.9,47.5,53.0,339.4,0.025
2025-09-28 13:05:10,956.1,43.5,51.9,294.4,0.022
2025-09-28 13:05:15,946.5,46.6,59.1,320.3,0.012
2025-09-28 13:05:20,947.9,28.8,65.3,355.1,0.014
2025-09-28 13:05:25,947.9,48.5,62.8,319.2,0.017
2025-09-28 13:05:30,947.1,34.5,62.0,251.3,0.018
2025-09-28 13:05:35,942.6,39.7,56.4,289.0,0.026
2025-09-28 13:05:40,937.6,39.3,53.0,272.1,0.015
2025-09-28 13:05:45,956.8,45.5,55.0,259.2,0.014
2025-09-28 13:05:50,941.7,40.3,59.3,304.3,0.017
2025-09-28 13:05:55,945.8,35.8,52.9,285.5,0.024
2025-09-28 13:06:00,946.0,37.4,49.8,347.5,0.017
2025-09-28 13:06:05,949.8,41.5,62.9,295.0,0.028
2025-09-28 13:06:10,960.6,38.0,56.2,263.6,0.020
2025-09-28 13:06:15,943.2,30.7,43.7,300.4,0.017
2025-09-28 13:06:20,959.4,34.1,45.3,309.0,0.024
2025-09-28 13:06:25,953.2,45.7,50.4,304.0,0.017
2025-09-28 13:06:30,955.7,47.2,65.1,296.5,0.018
2025-09-28 13:06:35,942.9,32.8,44.0,287.1,0.016
2025-09-28 13:06:40,950.5,47.0,46.9,327.9,0.027
2025-09-28 13:06:45,945.0,43.5,62.2,340.8,0.014
2025-09-28 13:06:50,932.9,26.1,67.3,301.1,0.025
2025-09-28 13:06:55,956.4,30.6,46.4,273.9,0.025
2025-09-28 13:07:00,945.5,40.4,62.9,316.1,0.013
2025-09-28 13:07:05,934.0,31.7,55.4,354.8,0.021
2025-09-28 13:07:10,943.9,38.0,45.3,293.6,0.027
2025-09-28 13:07:15,936.3,40.7,47.2,339.4,0.027
2025-09-28 13:07:20,961.4,42.2,57.3,336.8,0.028
2025-09-28 13:07:25,953.3,43.3,52.4,366.9,0.017
2025-09-28 13:07:30,935.9,45.7,65.0,313.9,0.026
2025-09-28 13:07:35,947.8,26.4,50.7,348.6,0.015
2025-09-28 13:07:40,944.0,41.2,59.0,305.8,0.026
2025-09-28 13:07:45,943.2,47.5,55.2,278.2,0.017
2025-09-28 13:07:50,961.1,39.9,52.6,254.6,0.022
2025-09-28 13:07:55,956.9,45.0,55.1,320.9,0.022
2025-09-28 13:08:00,944.1,41.2,56.5,305.4,0.016
2025-09-28 13:08:05,945.5,34.9,57.0,283.3,0.015
2025-09-28 13:08:10,935.6,39.1,55.3,323.9,0.017
2025-09-28 13:08:15,961.0,44.3,50.8,328.0,0.017
2025-09-28 13:08:20,950.1,27.2,64.1,295.3,0.014
2025-09-28 13:08:25,941.1,29.3,45.2,270.4,0.023
2025-09-28 13:08:30,950.7,39.2,63.3,270.4,0.020
2025-09-28 13:08:35,955.3,37.2,51.9,356.0,0.013
2025-09-28 13:08:40,943.4,47.2,50.7,364.4,0.016
2025-09-28 13:08:45,960.3,43.3,46.0,334.4,0.025
2025-09-28 13:08:50,960.2,36.6,46.1,301.2,0.016
2025-09-28 13:08:55,959.6,39.4,61.9,270.6,0.014
2025-09-28 13:09:00,938.8,40.7,52.8,271.2,0.025
2025-09-28 13:09:05,950.9,42.0,54.6,282.0,0.014
2025-09-28 13:09:10,961.1,39.0,49.6,290.9,0.017
2025-09-28 13:09:15,945.0,30.1,59.5,329.5,0.014
2025-09-28 13:09:20,936.3,38.0,60.0,257.7,0.015
2025-09-28 13:09:25,942.5,38.4,52.7,247.3,0.025
2025-09-28 13:09:30,941.4,39.4,56.8,290.4,0.026
2025-09-28 13:09:35,956.2,32.5,47.9,273.8,0.018
2025-09-28 13:09:40,953.8,35.8,43.0,278.0,0.027
2025-09-28 13:09:45,941.5,43.5,60.6,340.5,0.024
2025-09-28 13:09:50,947.7,46.4,49.4,255.8,0.016
2025-09-28 13:09:55,951.8,36.3,55.6,295.0,0.012
2025-09-28 13:10:00,953.4,39.5,57.2,308.9,0.026
2025-09-28 13:10:05,938.8,41.4,59.4,321.2,0.019
2025-09-28 13:10:10,959.8,44.9,46.2,340.3,0.018
2025-09-28 13:10:15,953.1,30.6,52.8,269.6,0.026
2025-09-28 13:10:20,955.3,36.1,50.5,330.2,0.017
2025-09-28 13:10:25,961.3,33.6,50.1,324.0,0.023
2025-09-28 13:10:30,944.7,31.2,59.0,368.9,0.024
2025-09-28 13:10:35,942.4,30.2,51.9,340.9,0.016
2025-09-28 13:10:40,951.8,43.3,53.9,316.4,0.023
2025-09-28 13:10:45,952.7,29.2,53.0,324.1,0.018
2025-09-28 13:10:50,955.5,41.9,58.3,335.8,0.023
2025-09-28 13:10:55,953.0,46.0,44.5,248.1,0.025
2025-09-28 13:11:00,963.2,49.5,49.9,314.7,0.021
2025-09-28 13:11:05,951.1,42.7,49.8,282.8,0.012
2025-09-28 13:11:10,946.2,41.4,49.8,299.6,0.020
2025-09-28 13:11:15,956.2,39.9,63.4,226.3,0.020
2025-09-28 13:11:20,947.0,44.6,57.3,296.6,0.023
2025-09-28 13:11:25,947.0,42.7,59.6,320.4,0.023
2025-09-28 13:11:30,960.2,45.2,56.5,328.2,0.025
2025-09-28 13:11:35,936.1,31.9,66.4,310.0,0.025
2025-09-28 13:11:40,943.8,30.5,57.1,306.1,0.016
2025-09-28 13:11:45,958.6,41.1,59.8,326.8,0.026
2025-09-28 13:11:50,936.6,38.4,47.2,290.7,0.025
2025-09-28 13:11:55,954.4,38.1,61.8,309.7,0.022
2025-09-28 13:12:00,940.4,44.1,58.0,308.5,0.018
2025-09-28 13:12:05,963.4,42.1,52.9,355.9,0.027
2025-09-28 13:12:10,952.0,36.8,59.8,298.5,0.016
2025-09-28 13:12:15,939.9,35.0,62.4,301.5,0.019
2025-09-28 13:12:20,938.1,42.5,65.0,273.8,0.020
2025-09-28 13:12:25,954.7,38.9,62.6,333.0,0.019
2025-09-28 13:12:30,952.4,37.7,48.1,304.9,0.022
2025-09-28 13:12:35,958.0,35.4,53.2,274.4,0.027
2025-09-28 13:12:40,941.3,30.8,46.3,294.1,0.016
2025-09-28 13:12:45,944.6,35.5,45.2,332.6,0.023
2025-09-28 13:12:50,959.7,34.5,45.2,264.0,0.022
2025-09-28 13:12:55,954.7,32.5,68.1,329.0,0.019
2025-09-28 13:13:00,947.2,37.2,60.5,275.5,0.026
2025-09-28 13:13:05,946.3,28.0,55.3,270.8,0.025
2025-09-28 13:13:10,957.7,29.7,60.4,324.2,0.027
2025-09-28 13:13:15,943.7,47.0,63.1,288.7,0.018
2025-09-28 13:13:20,950.2,36.9,49.1,241.7,0.013
2025-09-28 13:13:25,946.6,41.7,66.3,345.7,0.025
2025-09-28 13:13:30,955.8,30.3,45.5,322.5,0.026
2025-09-28 13:13:35,958.9,44.1,45.8,249.6,0.016
2025-09-28 13:13:40,951.2,42.5,58.6,333.1,0.015
2025-09-28 13:13:45,958.1,30.0,50.4,297.7,0.023
2025-09-28 13:13:50,955.3,32.7,58.3,358.1,0.028
2025-09-28 13:13:55,946.4,39.7,64.0,335.6,0.017
2025-09-28 13:14:00,950.6,48.4,54.8,245.7,0.020
2025-09-28 13:14:05,952.9,49.7,50.8,262.4,0.025
2025-09-28 13:14:10,949.8,40.7,64.9,295.1,0.016
2025-09-28 13:14:15,953.0,36.5,57.9,233.3,0.017
2025-09-28 13:14:20,944.3,34.2,64.4,353.7,0.013
2025-09-28 13:14:25,954.0,29.3,50.1,343.5,0.013
2025-09-28 13:14:30,962.4,34.5,45.9,300.6,0.027
2025-09-28 13:14:35,942.7,48.1,50.1,278.2,0.024
2025-09-28 13:14:40,942.0,40.4,45.4,346.0,0.018
2025-09-28 13:14:45,945.2,38.3,44.9,286.4,0.022
2025-09-28 13:14:50,955.9,32.9,57.5,259.4,0.018
2025-09-28 13:14:55,961.4,33.4,51.4,282.1,0.027
2025-09-28 13:15:00,960.8,35.0,55.2,262.6,0.013
2025-09-28 13:15:05,957.5,34.0,50.6,307.6,0.025
2025-09-28 13:15:10,952.0,31.8,47.5,301.3,0.017
2025-09-28 13:15:15,941.6,39.7,50.3,243.3,0.017
2025-09-28 13:15:20,944.6,32.4,51.8,329.0,0.015
2025-09-28 13:15:25,938.7,35.9,56.7,289.5,0.016
2025-09-28 13:15:30,940.1,45.3,50.0,330.9,0.013
2025-09-28 13:15:35,959.8,28.8,61.6,341.0,0.012
2025-09-28 13:15:40,945.3,47.0,60.3,315.6,0.026
2025-09-28 13:15:45,952.8,45.7,65.7,284.4,0.023
2025-09-28 13:15:50,961.0,35.0,54.4,316.4,0.019
2025-09-28 13:15:55,940.9,35.0,65.7,318.2,0.027
2025-09-28 13:16:00,945.5,36.9,53.9,248.0,0.013
2025-09-28 13:16:05,947.2,36.8,58.7,318.0,0.023
2025-09-28 13:16:10,942.6,41.9,58.9,258.5,0.016
2025-09-28 13:16:15,937.5,45.2,54.4,328.2,0.013
2025-09-28 13:16:20,963.7,36.7,46.4,297.1,0.016
2025-09-28 13:16:25,937.2,33.3,52.5,301.4,0.018
2025-09-28 13:16:30,955.9,29.4,59.6,295.0,0.019
2025-09-28 13:16:35,943.0,41.7,49.4,248.6,0.026
2025-09-28 13:16:40,942.9,27.9,57.9,251.0,0.025
2025-09-28 13:16:45,937.6,40.3,64.6,259.3,0.023
2025-09-28 13:16:50,943.4,32.8,50.7,299.1,0.024
2025-09-28 13:16:55,947.5,30.8,50.8,279.1,0.027
2025-09-28 13:17:00,957.9,36.7,57.5,269.1,0.023
2025-09-28 13:17:05,958.8,42.7,58.2,305.5,0.022
2025-09-28 13:17:10,960.6,45.4,54.9,312.4,0.022
2025-09-28 13:17:15,952.1,36.0,51.0,362.3,0.014
2025-09-28 13:17:20,937.4,40.0,62.5,333.8,0.024
2025-09-28 13:17:25,946.4,33.5,63.3,282.7,0.027
2025-09-28 13:17:30,951.4,27.2,51.4,326.0,0.020
2025-09-28 13:17:35,947.7,29.1,46.4,259.5,0.024
2025-09-28 13:17:40,957.4,28.4,53.3,267.3,0.021
2025-09-28 13:17:45,948.2,43.9,52.4,231.2,0.026
2025-09-28 13:17:50,946.3,43.1,49.6,334.8,0.025
2025-09-28 13:17:55,962.0,30.6,46.8,291.9,0.014
2025-09-28 13:18:00,954.8,41.5,55.0,337.0,0.022
2025-09-28 13:18:05,945.6,35.1,56.1,288.4,0.016
2025-09-28 13:18:10,942.6,36.8,56.8,239.9,0.014
2025-09-28 13:18:15,953.8,42.2,61.4,352.7,0.026
2025-09-28 13:18:20,945.9,34.4,61.3,232.1,0.021
2025-09-28 13:18:25,964.4,30.6,55.7,267.3,0.015
2025-09-28 13:18:30,954.2,38.2,45.1,318.8,0.013
2025-09-28 13:18:35,954.5,31.7,59.3,321.5,0.016
2025-09-28 13:18:40,957.7,33.9,50.1,303.1,0.025
2025-09-28 13:18:45,937.8,37.3,52.9,277.5,0.017
2025-09-28 13:18:50,956.2,32.9,54.0,255.1,0.016
2025-09-28 13:18:55,958.1,38.2,57.1,357.0,0.016
2025-09-28 13:19:00,949.7,33.6,48.0,261.9,0.019
2025-09-28 13:19:05,941.6,42.1,60.1,250.1,0.014
2025-09-28 13:19:10,964.4,48.2,59.1,228.7,0.022
2025-09-28 13:19:15,963.4,37.0,45.6,289.1,0.013
2025-09-28 13:19:20,935.4,42.2,54.6,311.0,0.014
2025-09-28 13:19:25,960.3,44.4,63.6,270.5,0.013
2025-09-28 13:19:30,942.9,35.0,48.0,265.9,0.024
2025-09-28 13:19:35,957.0,45.1,56.4,279.6,0.026
2025-09-28 13:19:40,947.6,28.1,51.7,325.6,0.022
2025-09-28 13:19:45,963.3,43.8,63.7,248.5,0.021
2025-09-28 13:19:50,935.7,36.7,47.0,254.4,0.022
2025-09-28 13:19:55,953.1,36.8,56.8,324.0,0.019
2025-09-28 13:20:00,956.3,46.5,53.8,302.8,0.022
2025-09-28 13:20:05,936.6,33.3,56.7,283.4,0.021
2025-09-28 13:20:10,957.4,39.2,51.0,305.2,0.018
2025-09-28 13:20:15,946.2,39.7,51.5,315.7,0.027
2025-09-28 13:20:20,956.9,31.0,66.4,262.0,0.021
2025-09-28 13:20:25,964.0,47.2,59.5,353.9,0.020
2025-09-28 13:20:30,955.4,27.3,54.6,330.7,0.025
2025-09-28 13:20:35,955.3,38.3,52.8,372.3,0.023
2025-09-28 13:20:40,949.1,38.1,56.9,300.4,0.016
2025-09-28 13:20:45,942.5,38.0,63.6,275.2,0.016
2025-09-28 13:20:50,945.3,37.2,62.0,326.6,0.013
2025-09-28 13:20:55,943.0,40.6,50.8,248.0,0.019
2025-09-28 13:21:00,949.4,30.4,47.7,361.2,0.012
2025-09-28 13:21:05,938.9,28.8,51.1,306.7,0.014
2025-09-28 13:21:10,937.2,41.6,60.0,351.1,0.026
2025-09-28 13:21:15,946.1,45.7,55.4,350.2,0.021
2025-09-28 13:21:20,943.0,36.3,55.3,264.1,0.019
2025-09-28 13:21:25,940.0,48.9,45.7,318.7,0.019
2025-09-28 13:21:30,954.1,34.3,59.4,304.6,0.028
2025-09-28 13:21:35,946.4,43.3,64.6,281.9,0.027
2025-09-28 13:21:40,964.4,40.8,49.9,282.7,0.027
2025-09-28 13:21:45,964.4,32.2,60.9,281.6,0.013
2025-09-28 13:21:50,959.2,41.0,60.3,299.7,0.015
2025-09-28 13:21:55,935.6,49.2,60.0,283.4,0.025
2025-09-28 13:22:00,945.8,40.2,49.5,337.0,0.027
2025-09-28 13:22:05,957.8,30.8,46.9,289.5,0.016
2025-09-28 13:22:10,945.9,47.3,52.0,307.2,0.018
2025-09-28 13:22:15,950.0,28.6,65.6,346.4,0.015
2025-09-28 13:22:20,959.5,41.5,57.2,267.8,0.028
2025-09-28 13:22:25,939.3,41.5,49.8,269.1,0.021
2025-09-28 13:22:30,940.5,37.4,52.5,319.9,0.018
2025-09-28 13:22:35,942.6,38.7,62.0,325.1,0.020
2025-09-28 13:22:40,941.2,36.8,59.1,288.3,0.019
2025-09-28 13:22:45,953.8,36.0,53.7,361.6,0.020
2025-09-28 13:22:50,936.4,47.4,52.0,292.4,0.020
2025-09-28 13:22:55,944.1,43.6,44.1,332.0,0.026
2025-09-28 13:23:00,955.6,34.8,63.5,284.4,0.014
2025-09-28 13:23:05,964.8,44.1,55.7,258.2,0.012
2025-09-28 13:23:10,961.5,33.6,57.3,254.4,0.025
2025-09-28 13:23:15,936.5,40.4,59.4,284.8,0.014
2025-09-28 13:23:20,957.4,40.1,56.7,301.5,0.019
2025-09-28 13:23:25,944.8,32.3,61.2,250.0,0.025
2025-09-28 13:23:30,957.0,32.4,65.0,231.3,0.023
2025-09-28 13:23:35,961.7,30.7,56.0,316.6,0.024
2025-09-28 13:23:40,938.9,30.6,49.3,301.8,0.017
2025-09-28 13:23:45,937.9,40.2,41.4,324.3,0.020
2025-09-28 13:23:50,962.1,46.3,55.0,322.5,0.020
2025-09-28 13:23:55,953.4,48.9,51.3,287.5,0.016
2025-09-28 13:24:00,959.6,34.4,58.9,274.6,0.022
2025-09-28 13:24:05,948.6,50.0,46.4,274.8,0.020
2025-09-28 13:24:10,947.2,32.8,46.9,315.6,0.019
2025-09-28 13:24:15,948.6,30.8,47.7,307.8,0.027
2025-09-28 13:24:20,943.4,45.3,60.2,326.4,0.025
2025-09-28 13:24:25,939.1,41.2,47.9,270.5,0.022
2025-09-28 13:24:30,953.2,45.0,55.4,303.8,0.019
2025-09-28 13:24:35,949.2,44.0,45.4,301.6,0.018
2025-09-28 13:24:40,946.9,39.5,61.0,339.9,0.017
2025-09-28 13:24:45,939.2,34.7,48.4,244.1,0.027
2025-09-28 13:24:50,959.8,48.4,44.0,318.0,0.024
2025-09-28 13:24:55,954.1,34.6,59.5,284.8,0.027
2025-09-28 13:25:00,939.2,32.4,54.4,280.3,0.023
2025-09-28 13:25:05,935.5,29.9,49.8,344.3,0.019
2025-09-28 13:25:10,936.2,36.1,51.3,368.8,0.022
2025-09-28 13:25:15,949.9,39.4,55.2,291.8,0.015
2025-09-28 13:25:20,955.9,38.7,52.4,306.2,0.025
2025-09-28 13:25:25,936.7,40.6,50.6,287.2,0.027
2025-09-28 13:25:30,943.4,29.9,64.6,267.8,0.024
2025-09-28 13:25:35,942.8,28.8,55.7,245.7,0.017
2025-09-28 13:25:40,961.6,44.5,55.3,268.6,0.018
2025-09-28 13:25:45,938.7,35.4,64.1,362.7,0.017
2025-09-28 13:25:50,961.1,37.2,51.6,313.1,0.019
2025-09-28 13:25:55,936.7,32.0,55.8,333.2,0.027
2025-09-28 13:26:00,947.7,33.4,59.0,315.2,0.023
2025-09-28 13:26:05,962.0,35.8,51.1,290.6,0.019
2025-09-28 13:26:10,946.2,37.8,50.0,310.0,0.018
2025-09-28 13:26:15,941.6,33.1,56.1,285.1,0.012
2025-09-28 13:26:20,945.5,34.6,52.9,294.7,0.013
2025-09-28 13:26:25,959.7,45.8,55.5,352.9,0.024
2025-09-28 13:26:30,943.9,47.2,58.9,235.9,0.014
2025-09-28 13:26:35,959.7,36.1,57.9,317.6,0.013
2025-09-28 13:26:40,943.3,41.6,49.1,275.4,0.018
2025-09-28 13:26:45,935.1,34.5,57.6,299.3,0.018
2025-09-28 13:26:50,943.5,28.2,49.6,352.2,0.018
2025-09-28 13:26:55,945.8,30.6,55.4,339.2,0.023
2025-09-28 13:27:00,961.2,37.7,49.9,338.0,0.021
2025-09-28 13:27:05,938.2,43.2,45.4,288.0,0.027
2025-09-28 13:27:10,960.9,40.9,52.0,299.1,0.019
2025-09-28 13:27:15,958.7,32.0,53.4,313.2,0.014
2025-09-28 13:27:20,960.4,44.6,60.9,268.9,0.019
2025-09-28 13:27:25,957.2,39.4,55.7,330.9,0.024
2025-09-28 13:27:30,938.3,36.0,68.1,294.7,0.022
2025-09-28 13:27:35,944.8,30.2,55.7,257.2,0.026
2025-09-28 13:27:40,964.4,38.3,47.7,266.4,0.023
2025-09-28 13:27:45,940.9,39.7,48.4,259.3,0.025
2025-09-28 13:27:50,961.4,27.6,53.5,348.3,0.024
2025-09-28 13:27:55,945.3,36.7,41.4,270.2,0.023
2025-09-28 13:28:00,941.4,31.3,56.8,243.8,0.027
2025-09-28 13:28:05,936.5,36.1,52.5,297.4,0.021
2025-09-28 13:28:10,960.4,40.3,61.5,289.6,0.023
2025-09-28 13:28:15,948.1,44.5,58.0,334.0,0.019
2025-09-28 13:28:20,944.6,35.5,60.7,325.6,0.024
2025-09-28 13:28:25,934.9,29.2,57.6,287.0,0.023
2025-09-28 13:28:30,950.3,36.1,56.5,328.4,0.018
2025-09-28 13:28:35,948.4,41.7,44.2,246.8,0.022
2025-09-28 13:28:40,938.3,40.6,58.0,257.3,0.015
2025-09-28 13:28:45,954.1,29.4,64.8,330.2,0.016
2025-09-28 13:28:50,941.4,34.7,62.2,297.4,0.013
2025-09-28 13:28:55,958.2,32.7,64.0,278.8,0.027
2025-09-28 13:29:00,949.2,44.1,60.9,293.5,0.019
2025-09-28 13:29:05,949.1,48.9,56.4,323.1,0.020
2025-09-28 13:29:10,940.1,37.8,51.5,294.9,0.018
2025-09-28 13:29:15,944.7,36.7,60.4,264.4,0.012
2025-09-28 13:29:20,960.4,31.5,56.4,267.3,0.014
2025-09-28 13:29:25,939.0,33.1,47.4,300.7,0.026
2025-09-28 13:29:30,940.3,46.3,63.1,265.4,0.019
2025-09-28 13:29:35,953.8,43.1,60.7,298.0,0.025
2025-09-28 13:29:40,959.5,42.5,63.3,363.0,0.012
2025-09-28 13:29:45,945.0,27.1,54.3,268.2,0.013
2025-09-28 13:29:50,936.4,42.0,54.7,336.8,0.023
2025-09-28 13:29:55,949.5,41.6,50.1,286.9,0.016
2025-09-28 13:30:00,954.2,9.2,17.0,109.1,0.023
2025-09-28 13:30:05,938.8,9.1,18.5,126.3,0.014
